0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0

280.5  364.5  314.7  418.1  457.5  371.8  299.3  
418.4  318.3  399.3  381.5  495.5  333.4  412.7  
301.9  491.5  338.4  392.3  452.4  481.4  338.5  
458.8  461.3  611.7  353.6  442.3  340.4  276.6  
308.0  278.9  271.5  260.8  484.1  299.4  298.7  
282.7  369.0  321.8  291.9  315.1  327.1  313.1  
298.9  377.9  545.1  348.5  512.3  499.6  441.8  
332.4  301.5  273.5  369.1  308.5  277.8  270.3  
278.2  273.3  240.6  314.0  265.4  316.4  272.0  
358.6  259.2  315.7  321.2  331.7  271.8  301.4  
305.1  540.3  360.6  288.4  436.9  378.8  403.2  
431.0  287.3  292.8  253.9  260.6  261.7  270.3  
253.3  238.6  350.2  284.6  265.9  258.9  327.9  
301.9  299.4  314.5  375.6  269.7  280.1  299.2  
539.7  362.4  366.8  305.7  380.2  282.7  388.0  
333.1  311.8  251.7  346.0  235.5  366.7  226.5  
360.8  264.2  435.9  304.4  345.5  307.1  411.8  
261.9  392.6  301.2  394.8  264.2  463.0  336.0  
469.0  274.2  537.6  300.8  426.0  373.9  327.9  
258.1  427.6  323.5  379.3  385.6  389.2  356.0  
404.8  447.7  490.3  404.3  462.7  491.3  439.1  
392.1  434.8  408.8  467.5  474.4  572.5  563.0  
649.4  482.8  462.9  515.6  616.3  432.0  389.8  
470.3  377.4  345.7  374.6  336.6  391.3  381.5  
410.2  400.5  385.3  401.7  454.7  463.7  406.5  
380.6  450.5  403.8  671.5  608.8  566.1  414.3  
500.8  522.5  580.3  633.6  454.4  424.6  396.7


PS
295.3  345.0  419.9  284.4  412.7  330.5  565.6  364.8  501.1
401.0  448.9  269.1  486.0  521.1  441.2  375.5  312.9  306.2
290.4  298.8  391.5  396.6  411.2  415.8  342.8  314.7  302.3
453.8  370.0  405.3  258.3  637.2  613.7  520.8  433.6  521.3
285.3  347.8  357.2  463.1  546.1  526.8  449.6  349.4  283.3
223.8  278.1  373.9  418.0  390.9  448.1  372.3  354.3  275.5
